timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2026-03-14 03:00:00,70749.2,71141.7,70749.2,71034.3,4867.581,1773460799999,345565582.458,111882,2857.35,202828351.7924
2026-03-14 04:00:00,71034.3,71272.3,70977.0,70996.3,4016.781,1773464399999,285707234.5375,97249,2138.43,152130250.2979
2026-03-14 05:00:00,70996.3,71119.0,70871.1,70980.7,2745.678,1773467999999,194943681.9558,73696,1090.146,77407028.7054
2026-03-14 06:00:00,70980.7,70980.7,70256.0,70591.9,9801.249,1773471599999,691921189.757,187271,4367.317,308309832.465
2026-03-14 07:00:00,70591.9,70706.0,70444.0,70565.6,4206.031,1773475199999,296789175.631,103308,1864.244,131567704.518
2026-03-14 08:00:00,70565.6,70672.9,70495.0,70550.6,2289.069,1773478799999,161564510.0754,68791,1108.401,78234353.491
2026-03-14 09:00:00,70550.6,70707.0,70360.0,70474.7,4012.78,1773482399999,283114335.1255,87707,1933.426,136420602.9586
2026-03-14 10:00:00,70474.7,70550.7,70350.0,70531.8,2990.127,1773485999999,210686122.5081,73295,1285.828,90592489.9716
2026-03-14 11:00:00,70531.8,70745.1,70521.5,70705.0,2512.142,1773489599999,177474331.1165,65481,1512.383,106846915.1363
2026-03-14 12:00:00,70705.0,70800.0,70568.0,70733.4,2977.484,1773493199999,210485838.7041,71396,1410.761,99742485.9606
2026-03-14 13:00:00,70733.5,70900.0,70661.0,70813.4,3496.382,1773496799999,247551142.7679,76673,2029.225,143680203.3894
2026-03-14 14:00:00,70813.3,70914.6,70532.3,70566.8,3209.641,1773500399999,226930390.4764,84469,1336.051,94466993.6097
2026-03-14 15:00:00,70566.8,70695.7,70444.1,70554.6,3042.084,1773503999999,214688904.1025,76714,1507.721,106409287.7409
2026-03-14 16:00:00,70554.7,70674.5,70455.6,70636.7,2249.613,1773507599999,158756561.7565,60316,1121.151,79126503.4169
2026-03-14 17:00:00,70636.7,70707.9,70545.9,70586.1,1292.443,1773511199999,91282124.308,38285,625.649,44189440.9532
2026-03-14 18:00:00,70586.2,70662.9,70515.2,70623.5,1067.167,1773514799999,75331089.1367,31931,619.268,43716608.5435
2026-03-14 19:00:00,70623.5,70705.7,70552.6,70664.1,1101.622,1773518399999,77815766.1005,31439,530.469,37473279.3147
2026-03-14 20:00:00,70664.1,70835.0,70607.7,70765.3,1658.468,1773521999999,117317623.7814,42538,872.318,61706607.4047
2026-03-14 21:00:00,70765.3,70784.6,70611.9,70769.6,1404.215,1773525599999,99269756.6429,38314,680.31,48096357.9627
2026-03-14 22:00:00,70769.5,70772.7,70661.9,70678.5,1023.816,1773529199999,72393452.997,33957,455.98,32243130.4788
2026-03-14 23:00:00,70678.5,71221.9,70678.5,71174.4,6274.924,1773532799999,445696000.1507,123907,3758.646,266977340.2601
2026-03-15 00:00:00,71174.4,71186.8,70912.8,70950.4,2792.203,1773536399999,198343234.844,86893,1212.117,86106203.7343
2026-03-15 01:00:00,70950.5,71000.0,70815.7,70960.8,2167.676,1773539999999,153739133.8984,65414,1016.698,72107703.5083
2026-03-15 02:00:00,70960.8,71599.9,70960.8,71404.4,8104.479,1773543599999,578048382.1233,181748,4666.943,332859454.1249
2026-03-15 03:00:00,71404.3,71489.6,71166.3,71314.8,4055.312,1773547199999,289243575.5591,98817,1672.836,119327297.3904
2026-03-15 04:00:00,71314.8,71629.6,71277.1,71546.3,4456.508,1773550799999,318644310.4667,111144,2526.831,180658803.185
2026-03-15 05:00:00,71546.4,71750.0,71428.1,71448.6,5405.75,1773554399999,386984874.1601,121507,2753.024,197104251.6518
2026-03-15 06:00:00,71448.5,71549.0,71343.5,71415.2,2755.295,1773557999999,196810021.5847,71549,1139.54,81402880.0601
2026-03-15 07:00:00,71415.1,71626.1,71370.0,71420.8,3413.868,1773561599999,244119051.899,83426,1741.359,124514571.9743
2026-03-15 08:00:00,71420.8,71679.9,71420.8,71674.8,3017.447,1773565199999,215931527.5008,84268,1747.926,125089409.4916
2026-03-15 09:00:00,71674.9,71897.9,71651.7,71751.3,6049.378,1773568799999,434320152.6659,132536,3323.878,238649865.5499
2026-03-15 10:00:00,71751.3,71878.9,71676.0,71740.6,1908.317,1773572399999,136970385.886,65071,959.019,68838509.4741
2026-03-15 11:00:00,71740.5,71850.0,71612.4,71800.0,3127.999,1773575999999,224344157.0351,72006,1667.852,119628830.7725
2026-03-15 12:00:00,71800.1,71800.1,71526.9,71578.8,2657.858,1773579599999,190394128.0912,69726,1155.844,82797320.319
2026-03-15 13:00:00,71578.8,71650.0,71220.1,71575.3,10762.788,1773583199999,768468389.7031,211847,5548.418,396174046.2345
2026-03-15 14:00:00,71575.3,71600.1,71311.0,71588.0,3755.556,1773586799999,268416040.5638,97951,1911.524,136601410.0775
2026-03-15 15:00:00,71588.0,71590.0,71375.7,71444.4,2293.764,1773590399999,163981537.6886,69670,1041.015,74421833.8839
2026-03-15 16:00:00,71444.4,71556.4,71275.0,71405.5,3825.282,1773593999999,273064417.4963,99538,1817.515,129738700.8459
2026-03-15 17:00:00,71405.5,71971.8,71373.3,71788.0,5865.921,1773597599999,420619228.7624,115244,3792.165,271994980.3914
2026-03-15 18:00:00,71787.9,71856.0,71275.0,71346.8,4854.116,1773601199999,347417345.8428,122498,2269.77,162507471.5401
2026-03-15 19:00:00,71346.7,71547.7,71300.0,71515.2,2570.18,1773604799999,183564579.3342,77768,1437.166,102642559.2452
2026-03-15 20:00:00,71515.2,71899.6,71396.4,71690.1,3727.199,1773608399999,267257697.5482,100351,1891.519,135637796.8763
2026-03-15 21:00:00,71690.0,72200.0,71587.6,72074.6,6268.383,1773611999999,451184841.9904,156916,3789.216,272740897.0575
2026-03-15 22:00:00,72074.6,73130.2,71681.4,72715.6,17191.267,1773615599999,1244728090.792,372010,10330.246,748308781.283
2026-03-15 23:00:00,72715.7,73199.9,72376.2,72778.9,15447.696,1773619199999,1123854267.5687,377679,7516.939,547030806.514
2026-03-16 00:00:00,72778.8,72980.1,72417.9,72497.4,6246.679,1773622799999,454048788.032,201831,2824.253,205299262.0792
2026-03-16 01:00:00,72497.4,72819.2,72235.6,72724.1,5724.735,1773626399999,415125120.2442,196991,3013.409,218528952.7277
2026-03-16 02:00:00,72724.2,72823.5,72333.0,72481.1,3663.383,1773629999999,265716822.1568,119642,1792.539,130006806.8582
2026-03-16 03:00:00,72481.0,74307.3,72400.0,73539.5,35246.124,1773633599999,2595488795.3079,546795,20086.391,1478931458.3452
2026-03-16 04:00:00,73539.5,74444.0,73539.4,73799.5,25110.534,1773637199999,1854052046.5477,364958,13931.54,1028488443.9672
2026-03-16 05:00:00,73799.4,74237.0,73677.9,74176.5,15191.963,1773640799999,1122974834.4388,270730,8582.658,634458593.0289
2026-03-16 06:00:00,74176.6,74181.4,73549.7,73680.7,8310.378,1773644399999,612979782.807,182562,3729.207,275061754.4242
2026-03-16 07:00:00,73680.6,73886.0,73345.9,73427.7,7332.282,1773647999999,539587934.4994,176523,3447.053,253693830.036
2026-03-16 08:00:00,73427.8,73755.8,72841.9,73098.3,13412.886,1773651599999,981905489.2413,266303,6636.33,485832361.9334
2026-03-16 09:00:00,73098.4,73299.7,73030.0,73219.7,4018.36,1773655199999,294055801.8164,128659,1897.695,138875995.0944
2026-03-16 10:00:00,73219.7,73762.9,73159.2,73745.5,8333.953,1773658799999,612067083.3206,212916,4827.321,354626875.7999
2026-03-16 11:00:00,73745.5,73856.6,73466.3,73515.3,5218.038,1773662399999,384164234.0198,144328,2856.176,210296408.8629
2026-03-16 12:00:00,73515.3,74043.0,73420.4,73830.0,10877.388,1773665999999,802022867.0119,262142,6175.694,455405605.4651
2026-03-16 13:00:00,73830.0,74481.5,73746.3,74075.0,16330.868,1773669599999,1210502325.3709,394923,8975.3,665405882.6758
2026-03-16 14:00:00,74075.0,74450.0,72926.4,73519.8,25291.011,1773673199999,1859535095.3947,594833,11425.846,840618291.2519
2026-03-16 15:00:00,73519.8,74000.0,73141.1,73240.2,12751.139,1773676799999,938040583.9397,367889,6399.696,470857286.7099
2026-03-16 16:00:00,73240.2,73887.5,73122.0,73726.3,8627.214,1773680399999,633933719.8495,283725,5218.38,383489330.4977
2026-03-16 17:00:00,73726.4,74066.0,73614.4,73911.7,6751.767,1773683999999,498482098.4019,231806,3660.311,270255094.6399
2026-03-16 18:00:00,73911.7,74330.6,73818.7,73883.0,9104.554,1773687599999,674836076.7636,266809,4714.146,349493510.366
2026-03-16 19:00:00,73883.1,74399.9,73715.0,73928.8,7461.842,1773691199999,552376257.6394,244961,3687.067,272981405.8283
2026-03-16 20:00:00,73928.8,74200.0,73819.0,74191.5,3463.303,1773694799999,256320251.4646,109442,2078.31,153831656.3665
2026-03-16 21:00:00,74191.4,74777.7,74094.3,74360.3,12807.692,1773698399999,953297480.0345,247973,7181.228,534626668.0674
2026-03-16 22:00:00,74360.3,74875.0,74331.8,74718.9,9380.607,1773701999999,700966380.282,242822,4894.261,365724381.8133
2026-03-16 23:00:00,74719.0,74880.0,74201.1,74846.4,8420.29,1773705599999,627677977.6157,208960,4160.311,310141886.316
2026-03-17 00:00:00,74846.4,75488.0,74567.1,75283.9,18886.662,1773709199999,1417874728.1942,446804,10717.223,804608052.8395
2026-03-17 01:00:00,75283.8,75998.9,75028.5,75584.7,17772.292,1773712799999,1344581846.9579,466515,9526.655,720832542.1828
2026-03-17 02:00:00,75584.6,75641.3,75068.0,75157.3,8038.383,1773716399999,604884537.1137,215570,4027.44,303038224.6623
2026-03-17 03:00:00,75157.3,75287.9,74231.6,74424.9,13778.491,1773719999999,1027880830.8521,338017,6341.86,473105933.1323
2026-03-17 04:00:00,74424.9,74652.2,73943.3,74203.3,13603.837,1773723599999,1010237684.2583,275964,6898.951,512327756.4283
2026-03-17 05:00:00,74203.3,74428.7,73723.4,73996.0,10540.132,1773727199999,780867950.9471,222508,4658.003,345146323.9605
2026-03-17 06:00:00,73996.0,74242.0,73835.4,74045.1,6338.871,1773730799999,469385578.6852,173631,3004.265,222538390.4543
2026-03-17 07:00:00,74045.0,74415.7,74026.3,74212.7,4432.188,1773734399999,329214600.8353,131553,2503.865,185969589.9176
2026-03-17 08:00:00,74212.8,74418.5,74057.5,74150.0,4444.943,1773737999999,330063022.9538,135850,2055.366,152643459.6585
2026-03-17 09:00:00,74150.1,74362.0,73791.8,73890.1,6385.859,1773741599999,473065295.5571,165229,3092.492,229139025.792
2026-03-17 10:00:00,73890.0,73922.2,73512.0,73706.1,11119.234,1773745199999,819199560.5223,198215,5129.857,377942202.1302
2026-03-17 11:00:00,73705.8,74230.7,73651.1,73997.1,7533.879,1773748799999,557291024.9653,171008,4616.911,341539383.562
2026-03-17 12:00:00,73997.1,74150.0,73643.5,73711.1,7602.062,1773752399999,561495490.1986,189709,4300.165,317611580.6796
2026-03-17 13:00:00,73711.0,74167.2,73330.3,73580.6,16715.18,1773755999999,1232602042.8606,349346,8657.646,638616843.9595
2026-03-17 14:00:00,73580.7,74388.0,73389.0,74340.2,11501.167,1773759599999,850927936.992,374047,6006.024,444432624.643
2026-03-17 15:00:00,74340.2,74856.2,73616.2,73878.5,15875.715,1773763199999,1178163414.1269,427660,8086.765,600225736.3329
2026-03-17 16:00:00,73878.5,74314.0,73826.8,74120.0,7027.845,1773766799999,520780553.8251,229573,3746.517,277661374.6079
2026-03-17 17:00:00,74120.0,74555.0,73961.5,74480.1,7718.785,1773770399999,573522375.7981,181484,4752.402,353076247.2944
2026-03-17 18:00:00,74480.1,74723.7,74330.8,74637.0,6723.015,1773773999999,501207807.4885,177213,3215.978,239768013.914
2026-03-17 19:00:00,74637.1,74763.6,74364.4,74460.8,5842.572,1773777599999,435831267.7359,166884,2666.769,198948257.1866
2026-03-17 20:00:00,74460.8,74648.6,74325.0,74469.9,3125.502,1773781199999,232753801.5459,91520,1528.005,113801213.1716
2026-03-17 21:00:00,74470.0,74777.0,74413.1,74650.3,3729.501,1773784799999,278339580.5228,82781,2091.826,156125647.5464
2026-03-17 22:00:00,74650.2,74739.4,73893.5,74265.8,5839.468,1773788399999,433469726.3521,138941,2687.236,199427173.625
2026-03-17 23:00:00,74265.8,74360.0,73829.5,73872.4,3703.39,1773791999999,274267913.2779,129856,1745.845,129310708.2268
2026-03-18 00:00:00,73872.3,74027.8,73492.0,73821.3,6333.021,1773795599999,467054091.154,200353,3124.025,230425696.4284
2026-03-18 01:00:00,73821.3,74167.5,73780.0,74035.2,3766.059,1773799199999,278664744.487,136847,2034.062,150502592.2969
2026-03-18 02:00:00,74035.2,74437.0,73999.2,74300.0,3298.644,1773802799999,244916308.1577,112496,1665.175,123639510.5583
2026-03-18 03:00:00,74299.9,74633.0,74202.0,74414.6,4455.363,1773806399999,331606358.0898,125684,2315.551,172359412.4621
2026-03-18 04:00:00,74414.7,74455.7,74100.0,74139.6,3277.02,1773809999999,243301554.6547,90271,1321.21,98097161.0262
2026-03-18 05:00:00,74139.5,74271.0,73785.0,73911.2,4726.67,1773813599999,349829519.8284,114285,2091.444,154787724.3936
2026-03-18 06:00:00,73911.2,74190.1,73892.0,73910.0,3289.509,1773817199999,243545105.1536,90703,1657.028,122692692.3228
2026-03-18 07:00:00,73910.1,73959.4,73636.5,73840.0,4764.118,1773820799999,351532639.1467,107445,2380.746,175680933.0281
2026-03-18 08:00:00,73840.1,74080.1,73814.3,74005.8,3907.408,1773824399999,289066067.1036,101265,2032.62,150359941.1445
2026-03-18 09:00:00,74005.9,74246.2,73991.1,74136.0,3205.114,1773827999999,237606240.1617,79328,1687.607,125106912.1919
2026-03-18 10:00:00,74136.0,74220.0,73761.5,73895.0,4121.247,1773831599999,304826621.8426,105416,1847.106,136608864.2775
2026-03-18 11:00:00,73895.0,74034.8,72731.6,72906.4,23087.977,1773835199999,1689315898.5254,440120,10726.449,784908297.8537
2026-03-18 12:00:00,72906.4,72947.4,72237.5,72325.1,21114.301,1773838799999,1531750784.9472,472246,10326.732,749213417.946
2026-03-18 13:00:00,72325.1,72547.5,71938.6,72104.4,22977.528,1773842399999,1660280287.4094,448512,11579.553,836860530.8204
2026-03-18 14:00:00,72104.5,72194.1,70975.1,71160.3,25339.969,1773845999999,1814594828.2623,535498,10617.576,760822168.6575
2026-03-18 15:00:00,71160.4,71497.0,70821.2,71436.4,24860.847,1773849599999,1770632275.4536,426726,12281.446,874791732.0318
2026-03-18 16:00:00,71436.3,71536.0,71001.8,71289.5,10289.98,1773853199999,733245102.6964,269424,5344.484,380894305.6979
2026-03-18 17:00:00,71289.5,71722.2,71164.7,71556.6,7932.424,1773856799999,566862762.4734,222282,4074.405,291207708.4954
2026-03-18 18:00:00,71556.6,71980.5,70904.5,71066.5,14351.54,1773860399999,1026593969.3521,419732,7065.756,505654885.5619
2026-03-18 19:00:00,71066.5,71460.3,70858.3,71030.3,8216.553,1773863999999,584684769.7287,243824,4322.459,307608562.3576
2026-03-18 20:00:00,71030.3,71298.0,70456.0,71172.3,13364.436,1773867599999,946694883.8618,274680,6048.542,428706332.1593
2026-03-18 21:00:00,71172.3,71438.1,71127.5,71219.7,3158.011,1773871199999,225108127.2497,102378,1550.859,110554305.75
2026-03-18 22:00:00,71219.7,71233.2,70899.9,71118.0,3553.792,1773874799999,252416997.6939,116320,1678.749,119240132.5792
2026-03-18 23:00:00,71117.9,71333.1,71024.8,71202.9,3363.938,1773878399999,239509200.5186,120289,1816.591,129345390.8859
2026-03-19 00:00:00,71202.9,71283.3,70940.0,70970.1,3893.57,1773881999999,276824577.28,144578,1977.62,140608146.4779
2026-03-19 01:00:00,70970.0,71149.9,70921.5,71078.5,2691.269,1773885599999,191170318.4741,118014,1499.329,106510771.4645
2026-03-19 02:00:00,71078.5,71226.7,70858.4,71020.6,3181.217,1773889199999,226205992.6476,119054,1596.968,113572080.1304
2026-03-19 03:00:00,71020.7,71598.3,71020.7,71180.0,7040.244,1773892799999,502338611.6967,177848,3767.819,268881346.6827
2026-03-19 04:00:00,71180.0,71180.0,70619.3,70790.7,7360.058,1773896399999,521127720.5918,188598,3404.739,241057205.5541
2026-03-19 05:00:00,70790.7,70879.0,70608.1,70792.8,3273.492,1773899999999,231641760.8431,118624,1585.783,112226775.4534
2026-03-19 06:00:00,70792.7,70945.5,70468.0,70552.4,5644.206,1773903599999,398856428.0527,152961,2350.754,166173993.898
2026-03-19 07:00:00,70552.4,70570.0,69421.1,70145.1,29674.655,1773907199999,2076542928.9401,511493,11874.429,830759487.2129
2026-03-19 08:00:00,70145.0,70255.0,69860.3,69957.4,10244.859,1773910799999,717581532.2538,201456,3801.909,266326236.177
2026-03-19 09:00:00,69957.4,70535.0,69950.0,70463.0,9450.491,1773914399999,664096453.7678,230366,5458.015,383598046.5941
2026-03-19 10:00:00,70463.0,70499.0,70082.4,70102.0,4002.772,1773917999999,281401678.002,121431,1795.261,126216279.2997
2026-03-19 11:00:00,70102.1,70238.7,69872.3,69926.8,5000.304,1773921599999,350238702.7155,126285,2419.852,169489874.6395
2026-03-19 12:00:00,69926.8,69926.8,69069.0,69264.6,15880.386,1773925199999,1104282808.9494,336737,7014.415,487747769.4288
2026-03-19 13:00:00,69264.7,70058.0,69050.0,69866.3,17941.572,1773928799999,1246437238.6543,504739,9556.171,663940658.7943
2026-03-19 14:00:00,69866.2,70144.6,69060.0,69450.1,15442.12,1773932399999,1072162490.2241,425907,8106.936,562778219.5377
2026-03-19 15:00:00,69450.0,69879.1,68750.0,69372.7,23601.855,1773935999999,1634459725.2667,472413,11228.413,777664529.6025
2026-03-19 16:00:00,69372.8,69611.6,69124.0,69426.3,9611.965,1773939599999,666826844.0717,302491,4306.226,298750326.9301
